"fecha";"matricula_carrera";"carrera_academica";"periodo";"año_y"
"2023-02-01";"315";"INGENIERÍA ELECTRICA";"2023-I";"2023"
"2023-02-01";"416";"ARTES PLÁSTICAS";"2023-I";"2023"
"2023-02-01";"3419";"EDUCACIÓN PARVULARIA";"2023-I";"2023"
"2023-02-01";"3653";"INGENIERÍA DE SISTEMAS";"2023-I";"2023"
"2023-02-01";"693";"INGENIERÍA ELECTRÓNICA";"2023-I";"2023"
"2023-02-01";"5620";"CONTADURÍA PÚBLICA";"2023-I";"2023"
"2023-02-01";"807";"NUTRICIÓN Y DIETÉTICA";"2023-I";"2023"
"2023-02-01";"2710";"COMERCIO INTERNACIONAL";"2023-I";"2023"
"2023-02-01";"298";"INGENIERÍA AMBIENTAL";"2023-I";"2023"
"2023-02-01";"607";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2023-I";"2023"
"2023-02-01";"1798";"ARQUITECTURA";"2023-I";"2023"
"2023-02-01";"10823";"DERECHO";"2023-I";"2023"
"2023-03-01";"1008";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2023-I";"2023"
"2023-03-01";"1728";"LINGÜÍSTICA E IDIOMAS";"2023-I";"2023"
"2023-03-01";"1574";"ECONOMÍA";"2023-I";"2023"
"2023-03-01";"1526";"INGENIERÍA CIVIL";"2023-I";"2023"
"2023-03-01";"2028";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2023-I";"2023"
"2023-03-01";"1441";"MEDICINA VETERINARIA Y ZOOTECNIA";"2023-I";"2023"
"2023-03-01";"408";"HISTORIA";"2023-I";"2023"
"2023-04-01";"509";"SOCIOLOGÍA";"2023-I";"2023"
"2023-04-01";"967";"GESTIÓN TURÍSTICA Y HOTELERA";"2023-I";"2023"
"2023-04-01";"2581";"ENFERMERÍA";"2023-I";"2023"
"2023-05-01";"583";"CIENCIAS DEL DESARROLLO";"2023-I";"2023"
"2023-07-01";"597";"CIENCIAS POLITICAS";"2023-I";"2023"
"2023-08-01";"102";"ARQUITECTURA";"2023-II";"2023"
"2023-08-01";"28";"INGENIERÍA AUTOTRÓNICA";"2023-II";"2023"
"2023-08-01";"18";"SOCIOLOGÍA";"2023-II";"2023"
"2023-08-01";"153";"CONTADURÍA PÚBLICA";"2023-II";"2023"
"2023-08-01";"67";"INGENIERÍA CIVIL";"2023-II";"2023"
"2023-08-01";"8";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2023-II";"2023"
"2023-08-01";"11";"ODONTOLOGÍA";"2023-II";"2023"
"2023-08-01";"44";"ARTES PLÁSTICAS";"2023-II";"2023"
"2023-08-01";"10";"INGENIERÍA AMBIENTAL";"2023-II";"2023"
"2023-08-01";"83";"PSICOMOTRICIDAD Y DEPORTES";"2023-II";"2023"
"2023-08-01";"26";"INGENIERÍA ELECTRICA";"2023-II";"2023"
"2023-09-01";"26";"PSICOLOGÍA";"2023-II";"2023"
"2023-09-01";"22";"GESTIÓN TURÍSTICA Y HOTELERA";"2023-II";"2023"
"2023-09-01";"38";"ECONOMÍA";"2023-II";"2023"
"2023-09-01";"37";"INGENIERÍA ELECTRÓNICA";"2023-II";"2023"
"2023-09-01";"401";"COMERCIO INTERNACIONAL";"2023-II";"2023"
"2023-09-01";"55";"INGENIERÍA AGRONÓMICA";"2023-II";"2023"
"2023-09-01";"53";"LINGÜÍSTICA E IDIOMAS";"2023-II";"2023"
"2023-09-01";"15";"MEDICINA";"2023-II";"2023"
"2023-10-01";"5";"NUTRICIÓN Y DIETÉTICA";"2023-II";"2023"
"2023-10-01";"54";"MEDICINA VETERINARIA Y ZOOTECNIA";"2023-II";"2023"
"2023-10-01";"17";"INGENIERÍA TEXTIL";"2023-II";"2023"
"2023-10-01";"77";"CIENCIAS DEL DESARROLLO";"2023-II";"2023"
"2023-10-01";"7";"HISTORIA";"2023-II";"2023"
"2023-10-01";"363";"EDUCACIÓN PARVULARIA";"2023-II";"2023"
"2023-10-01";"4";"TECNOLOGÍA EN LABORATORIO DENTAL";"2023-II";"2023"
"2023-10-01";"42";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2023-II";"2023"
"2023-10-01";"69";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2023-II";"2023"
"2023-10-01";"15";"ENFERMERÍA";"2023-II";"2023"
"2023-10-01";"402";"CIENCIAS DE LA EDUCACIÓN";"2023-II";"2023"
"2023-10-01";"27";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2023-II";"2023"
"2023-10-01";"65";"TRABAJO SOCIAL";"2023-II";"2023"
"2023-10-01";"40";"INGENIERÍA DE SISTEMAS";"2023-II";"2023"
"2023-11-01";"26";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2023-II";"2023"
"2023-11-01";"88";"ADMINISTRACIÓN DE EMPRESAS";"2023-II";"2023"
"2023-12-01";"992";"DERECHO";"2023-II";"2023"
"2023-12-01";"13";"CIENCIAS POLITICAS";"2023-II";"2023"
"2024-01-01";"5611";"CIENCIAS DE LA EDUCACIÓN";"2024-I";"2024"
"2024-01-01";"144";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2024-I";"2024"
"2024-01-01";"2237";"MEDICINA";"2024-I";"2024"
"2024-01-01";"3663";"INGENIERÍA DE SISTEMAS";"2024-I";"2024"
"2024-01-01";"510";"INGENIERÍA AUTOTRÓNICA";"2024-I";"2024"
"2024-01-01";"5293";"CONTADURÍA PÚBLICA";"2024-I";"2024"
"2024-01-01";"939";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2024-I";"2024"
"2024-01-01";"202";"INGENIERÍA TEXTIL";"2024-I";"2024"
"2024-02-01";"522";"TECNOLOGÍA EN LABORATORIO DENTAL";"2024-I";"2024"
"2024-02-01";"1264";"ECONOMÍA";"2024-I";"2024"
"2024-02-01";"1543";"INGENIERÍA CIVIL";"2024-I";"2024"
"2024-02-01";"487";"CIENCIAS DEL DESARROLLO";"2024-I";"2024"
"2024-02-01";"590";"CIENCIAS POLITICAS";"2024-I";"2024"
"2024-02-01";"403";"HISTORIA";"2024-I";"2024"
"2024-02-01";"1781";"ODONTOLOGÍA";"2024-I";"2024"
"2024-02-01";"1202";"TRABAJO SOCIAL";"2024-I";"2024"
"2024-02-01";"302";"INGENIERÍA ELECTRICA";"2024-I";"2024"
"2024-02-01";"893";"PSICOMOTRICIDAD Y DEPORTES";"2024-I";"2024"
"2024-02-01";"1274";"PSICOLOGÍA";"2024-I";"2024"
"2024-02-01";"1937";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2024-I";"2024"
"2024-02-01";"700";"INGENIERÍA ELECTRÓNICA";"2024-I";"2024"
"2024-02-01";"818";"NUTRICIÓN Y DIETÉTICA";"2024-I";"2024"
"2024-02-01";"1334";"MEDICINA VETERINARIA Y ZOOTECNIA";"2024-I";"2024"
"2024-02-01";"283";"INGENIERÍA AMBIENTAL";"2024-I";"2024"
"2024-03-01";"2753";"ENFERMERÍA";"2024-I";"2024"
"2024-03-01";"574";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2024-I";"2024"
"2024-03-01";"2938";"ADMINISTRACIÓN DE EMPRESAS";"2024-I";"2024"
"2024-03-01";"9760";"DERECHO";"2024-I";"2024"
"2024-03-01";"399";"ARTES PLÁSTICAS";"2024-I";"2024"
"2024-04-01";"1510";"LINGÜÍSTICA E IDIOMAS";"2024-I";"2024"
"2024-05-01";"1719";"ARQUITECTURA";"2024-I";"2024"
"2024-05-01";"626";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2024-I";"2024"
"2024-06-01";"910";"GESTIÓN TURÍSTICA Y HOTELERA";"2024-I";"2024"
"2024-06-01";"992";"INGENIERÍA AGRONÓMICA";"2024-I";"2024"
"2024-06-01";"462";"SOCIOLOGÍA";"2024-I";"2024"
"2024-07-01";"3282";"EDUCACIÓN PARVULARIA";"2024-I";"2024"
"2024-07-01";"2894";"COMERCIO INTERNACIONAL";"2024-I";"2024"
"2024-08-01";"1978";"DERECHO";"2024-II";"2024"
"2024-08-01";"38";"INGENIERÍA AMBIENTAL";"2024-II";"2024"
"2024-08-01";"99";"TRABAJO SOCIAL";"2024-II";"2024"
"2024-08-01";"80";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2024-II";"2024"
"2024-08-01";"14";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2024-II";"2024"
"2024-08-01";"27";"MEDICINA";"2024-II";"2024"
"2024-08-01";"75";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2024-II";"2024"
"2024-08-01";"150";"INGENIERÍA AGRONÓMICA";"2024-II";"2024"
"2024-09-01";"116";"CIENCIAS DEL DESARROLLO";"2024-II";"2024"
"2024-09-01";"75";"INGENIERÍA ELECTRÓNICA";"2024-II";"2024"
"2024-09-01";"77";"INGENIERÍA CIVIL";"2024-II";"2024"
"2024-09-01";"178";"MEDICINA VETERINARIA Y ZOOTECNIA";"2024-II";"2024"
"2024-09-01";"62";"INGENIERÍA AUTOTRÓNICA";"2024-II";"2024"
"2024-09-01";"231";"PSICOLOGÍA";"2024-II";"2024"
"2024-09-01";"199";"INGENIERÍA DE SISTEMAS";"2024-II";"2024"
"2024-09-01";"22";"ODONTOLOGÍA";"2024-II";"2024"
"2024-09-01";"14";"TECNOLOGÍA EN LABORATORIO DENTAL";"2024-II";"2024"
"2024-09-01";"226";"ADMINISTRACIÓN DE EMPRESAS";"2024-II";"2024"
"2024-10-01";"338";"CONTADURÍA PÚBLICA";"2024-II";"2024"
"2024-10-01";"19";"NUTRICIÓN Y DIETÉTICA";"2024-II";"2024"
"2024-10-01";"138";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2024-II";"2024"
"2024-10-01";"112";"PSICOMOTRICIDAD Y DEPORTES";"2024-II";"2024"
"2024-10-01";"40";"SOCIOLOGÍA";"2024-II";"2024"
"2024-10-01";"57";"ARTES PLÁSTICAS";"2024-II";"2024"
"2024-10-01";"709";"CIENCIAS DE LA EDUCACIÓN";"2024-II";"2024"
"2024-10-01";"40";"INGENIERÍA TEXTIL";"2024-II";"2024"
"2024-10-01";"67";"GESTIÓN TURÍSTICA Y HOTELERA";"2024-II";"2024"
"2024-10-01";"146";"ECONOMÍA";"2024-II";"2024"
"2024-10-01";"147";"ARQUITECTURA";"2024-II";"2024"
"2024-10-01";"32";"HISTORIA";"2024-II";"2024"
"2024-10-01";"481";"EDUCACIÓN PARVULARIA";"2024-II";"2024"
"2024-10-01";"41";"INGENIERÍA ELECTRICA";"2024-II";"2024"
"2024-10-01";"25";"ENFERMERÍA";"2024-II";"2024"
"2024-10-01";"177";"LINGÜÍSTICA E IDIOMAS";"2024-II";"2024"
"2024-10-01";"436";"COMERCIO INTERNACIONAL";"2024-II";"2024"
"2024-11-01";"45";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2024-II";"2024"
"2024-11-01";"16";"CIENCIAS POLITICAS";"2024-II";"2024"
"2025-01-01";"1139";"TRABAJO SOCIAL";"2025-I";"2025"
"2025-01-01";"1314";"PSICOLOGÍA";"2025-I";"2025"
"2025-01-01";"522";"CIENCIAS DEL DESARROLLO";"2025-I";"2025"
"2025-01-01";"5246";"CONTADURÍA PÚBLICA";"2025-I";"2025"
"2025-01-01";"336";"INGENIERÍA AMBIENTAL";"2025-I";"2025"
"2025-01-01";"1520";"LINGÜÍSTICA E IDIOMAS";"2025-I";"2025"
"2025-01-01";"2951";"ENFERMERÍA";"2025-I";"2025"
"2025-01-01";"598";"CIENCIAS POLITICAS";"2025-I";"2025"
"2025-01-01";"1823";"ODONTOLOGÍA";"2025-I";"2025"
"2025-02-01";"11595";"DERECHO";"2025-I";"2025"
"2025-02-01";"595";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2025-I";"2025"
"2025-02-01";"1154";"PSICOMOTRICIDAD Y DEPORTES";"2025-I";"2025"
"2025-02-01";"156";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2025-I";"2025"
"2025-02-01";"2427";"MEDICINA";"2025-I";"2025"
"2025-02-01";"778";"INGENIERÍA ELECTRÓNICA";"2025-I";"2025"
"2025-02-01";"3802";"INGENIERÍA DE SISTEMAS";"2025-I";"2025"
"2025-02-01";"2792";"ADMINISTRACIÓN DE EMPRESAS";"2025-I";"2025"
"2025-02-01";"624";"INGENIERÍA AUTOTRÓNICA";"2025-I";"2025"
"2025-02-01";"404";"ARTES PLÁSTICAS";"2025-I";"2025"
"2025-02-01";"867";"NUTRICIÓN Y DIETÉTICA";"2025-I";"2025"
"2025-02-01";"884";"GESTIÓN TURÍSTICA Y HOTELERA";"2025-I";"2025"
"2025-02-01";"614";"TECNOLOGÍA EN LABORATORIO DENTAL";"2025-I";"2025"
"2025-02-01";"3202";"EDUCACIÓN PARVULARIA";"2025-I";"2025"
"2025-02-01";"5691";"CIENCIAS DE LA EDUCACIÓN";"2025-I";"2025"
"2025-02-01";"1680";"ARQUITECTURA";"2025-I";"2025"
"2025-02-01";"417";"HISTORIA";"2025-I";"2025"
"2025-03-01";"386";"INGENIERÍA ELECTRICA";"2025-I";"2025"
"2025-03-01";"438";"SOCIOLOGÍA";"2025-I";"2025"
"2025-03-01";"273";"INGENIERÍA TEXTIL";"2025-I";"2025"
"2025-03-01";"1144";"ECONOMÍA";"2025-I";"2025"
"2025-04-01";"3267";"COMERCIO INTERNACIONAL";"2025-I";"2025"
"2025-04-01";"692";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2025-I";"2025"
"2025-05-01";"920";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2025-I";"2025"
"2025-05-01";"1422";"INGENIERÍA CIVIL";"2025-I";"2025"
"2025-06-01";"1813";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2025-I";"2025"
"2025-07-01";"1330";"MEDICINA VETERINARIA Y ZOOTECNIA";"2025-I";"2025"
"2025-07-01";"947";"INGENIERÍA AGRONÓMICA";"2025-I";"2025"
"2025-08-01";"118";"INGENIERÍA ELECTRICA";"2025-II";"2025"
"2025-08-01";"14";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2025-II";"2025"
"2025-08-01";"220";"CONTADURÍA PÚBLICA";"2025-II";"2025"
"2025-08-01";"6";"INGENIERÍA TEXTIL";"2025-II";"2025"
"2025-08-01";"461";"EDUCACIÓN PARVULARIA";"2025-II";"2025"
"2025-08-01";"1238";"DERECHO";"2025-II";"2025"
"2025-09-01";"60";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2025-II";"2025"
"2025-09-01";"18";"TECNOLOGÍA EN LABORATORIO DENTAL";"2025-II";"2025"
"2025-09-01";"123";"TRABAJO SOCIAL";"2025-II";"2025"
"2025-09-01";"126";"INGENIERÍA ELECTRÓNICA";"2025-II";"2025"
"2025-09-01";"640";"CIENCIAS DE LA EDUCACIÓN";"2025-II";"2025"
"2025-10-01";"62";"INGENIERÍA AUTOTRÓNICA";"2025-II";"2025"
"2025-10-01";"29";"MEDICINA";"2025-II";"2025"
"2025-10-01";"114";"GESTIÓN TURÍSTICA Y HOTELERA";"2025-II";"2025"
"2025-10-01";"197";"ECONOMÍA";"2025-II";"2025"
"2025-10-01";"47";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2025-II";"2025"
"2025-10-01";"19";"ODONTOLOGÍA";"2025-II";"2025"
"2025-10-01";"19";"ARTES PLÁSTICAS";"2025-II";"2025"
"2025-10-01";"43";"HISTORIA";"2025-II";"2025"
"2025-10-01";"17";"ENFERMERÍA";"2025-II";"2025"
"2025-10-01";"162";"LINGÜÍSTICA E IDIOMAS";"2025-II";"2025"
"2025-10-01";"219";"ADMINISTRACIÓN DE EMPRESAS";"2025-II";"2025"
"2025-10-01";"125";"INGENIERÍA AGRONÓMICA";"2025-II";"2025"
"2025-10-01";"201";"COMERCIO INTERNACIONAL";"2025-II";"2025"
"2025-10-01";"124";"CIENCIAS DEL DESARROLLO";"2025-II";"2025"
"2025-10-01";"3";"INGENIERÍA AMBIENTAL";"2025-II";"2025"
"2025-10-01";"125";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2025-II";"2025"
"2025-10-01";"115";"INGENIERÍA CIVIL";"2025-II";"2025"
"2025-10-01";"180";"MEDICINA VETERINARIA Y ZOOTECNIA";"2025-II";"2025"
"2025-10-01";"91";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2025-II";"2025"
"2025-11-01";"33";"SOCIOLOGÍA";"2025-II";"2025"
"2025-11-01";"104";"ARQUITECTURA";"2025-II";"2025"
"2025-11-01";"126";"PSICOMOTRICIDAD Y DEPORTES";"2025-II";"2025"
"2025-11-01";"254";"PSICOLOGÍA";"2025-II";"2025"
"2025-12-01";"260";"INGENIERÍA DE SISTEMAS";"2025-II";"2025"
"2025-12-01";"13";"CIENCIAS POLITICAS";"2025-II";"2025"
"2025-12-01";"14";"NUTRICIÓN Y DIETÉTICA";"2025-II";"2025"
"2026-01-01";"517";"TECNOLOGÍA EN LABORATORIO DENTAL";"2026-I";"2026"
"2026-01-01";"2973";"COMERCIO INTERNACIONAL";"2026-I";"2026"
"2026-01-01";"389";"HISTORIA";"2026-I";"2026"
"2026-01-01";"1840";"ODONTOLOGÍA";"2026-I";"2026"
"2026-01-01";"1432";"LINGÜÍSTICA E IDIOMAS";"2026-I";"2026"
"2026-01-01";"147";"CIENCIAS FÍSICAS  Y ENERGÍAS ALTERNATIVAS";"2026-I";"2026"
"2026-01-01";"2667";"ADMINISTRACIÓN DE EMPRESAS";"2026-I";"2026"
"2026-02-01";"1343";"MEDICINA VETERINARIA Y ZOOTECNIA";"2026-I";"2026"
"2026-02-01";"419";"INGENIERÍA AMBIENTAL";"2026-I";"2026"
"2026-02-01";"657";"INGENIERÍA EN ZOOTECNIA E INDUSTRIA PECUARIA";"2026-I";"2026"
"2026-02-01";"893";"GESTIÓN TURÍSTICA Y HOTELERA";"2026-I";"2026"
"2026-02-01";"1154";"ECONOMÍA";"2026-I";"2026"
"2026-02-01";"2951";"ENFERMERÍA";"2026-I";"2026"
"2026-02-01";"563";"CIENCIAS POLITICAS";"2026-I";"2026"
"2026-02-01";"1301";"INGENIERÍA CIVIL";"2026-I";"2026"
"2026-02-01";"2677";"EDUCACIÓN PARVULARIA";"2026-I";"2026"
"2026-02-01";"1458";"ARQUITECTURA";"2026-I";"2026"
"2026-02-01";"509";"INGENIERÍA ELECTRICA";"2026-I";"2026"
"2026-02-01";"1135";"PSICOMOTRICIDAD Y DEPORTES";"2026-I";"2026"
"2026-02-01";"449";"CIENCIAS DEL DESARROLLO";"2026-I";"2026"
"2026-02-01";"1481";"PSICOLOGÍA";"2026-I";"2026"
"2026-02-01";"2344";"MEDICINA";"2026-I";"2026"
"2026-02-01";"803";"INGENIERÍA ELECTRÓNICA";"2026-I";"2026"
"2026-02-01";"446";"SOCIOLOGÍA";"2026-I";"2026"
"2026-02-01";"3656";"INGENIERÍA DE SISTEMAS";"2026-I";"2026"
"2026-02-01";"392";"ARTES PLÁSTICAS";"2026-I";"2026"
"2026-02-01";"4819";"CONTADURÍA PÚBLICA";"2026-I";"2026"
"2026-02-01";"778";"INGENIERÍA DE GAS Y PETROQUÍMICA";"2026-I";"2026"
"2026-02-01";"837";"NUTRICIÓN Y DIETÉTICA";"2026-I";"2026"
"2026-03-01";"343";"INGENIERÍA TEXTIL";"2026-I";"2026"
"2026-03-01";"892";"INGENIERÍA AGRONÓMICA";"2026-I";"2026"
"2026-03-01";"9772";"DERECHO";"2026-I";"2026"
"2026-03-01";"1012";"TRABAJO SOCIAL";"2026-I";"2026"
"2026-04-01";"5320";"CIENCIAS DE LA EDUCACIÓN";"2026-I";"2026"
"2026-04-01";"1515";"CIENCIAS DE LA COMUNICACIÓN SOCIAL";"2026-I";"2026"
"2026-04-01";"705";"INGENIERÍA AUTOTRÓNICA";"2026-I";"2026"
"2026-05-01";"578";"INGENIERÍA EN PRODUCCIÓN EMPRESARIAL";"2026-I";"2026"
