"fecha","matricula_area","area_academica","periodo","año_y"
"2018-08-01","160","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2018-II","2018"
"2018-08-01","132","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2018-II","2018"
"2018-08-01","402","SIN AREA","2018-II","2018"
"2018-08-01","166","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2018-II","2018"
"2018-08-01","10"," CIENCIAS DE LA SALUD","2018-II","2018"
"2018-08-01","78","CIENCIA Y TECNOLOGIA","2018-II","2018"
"2018-08-01","104","CIENCIAS Y ARTES DEL HÁBITAT","2018-II","2018"
"2018-09-01","225","CIENCIAS SOCIALES","2018-II","2018"
"2018-09-01","6","ESTOMATOLOGIA","2018-II","2018"
"2018-11-01","605","CIENCIAS DE LA EDUCACIÓN","2018-II","2018"
"2019-01-01","2307","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2019-I","2019"
"2019-01-01","2155","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2019-I","2019"
"2019-01-01","4045"," CIENCIAS DE LA SALUD","2019-I","2019"
"2019-01-01","6688","CIENCIAS SOCIALES","2019-I","2019"
"2019-01-01","11998","SIN AREA","2019-I","2019"
"2019-02-01","2009","CIENCIA Y TECNOLOGIA","2019-I","2019"
"2019-03-01","1467","ESTOMATOLOGIA","2019-I","2019"
"2019-03-01","1758","CIENCIAS Y ARTES DEL HÁBITAT","2019-I","2019"
"2019-03-01","8289","CIENCIAS DE LA EDUCACIÓN","2019-I","2019"
"2019-04-01","11917","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2019-I","2019"
"2019-07-01","211","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2019-II","2019"
"2019-07-01","239","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2019-II","2019"
"2019-07-01","112","CIENCIA Y TECNOLOGIA","2019-II","2019"
"2019-08-01","7"," CIENCIAS DE LA SALUD","2019-II","2019"
"2019-08-01","463","SIN AREA","2019-II","2019"
"2019-08-01","150","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2019-II","2019"
"2019-09-01","240","CIENCIAS SOCIALES","2019-II","2019"
"2019-09-01","619","CIENCIAS DE LA EDUCACIÓN","2019-II","2019"
"2019-09-01","180","CIENCIAS Y ARTES DEL HÁBITAT","2019-II","2019"
"2019-10-01","1","ESTOMATOLOGIA","2019-II","2019"
"2020-01-01","11761","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2020-I","2020"
"2020-01-01","1559","ESTOMATOLOGIA","2020-I","2020"
"2020-01-01","1774","CIENCIAS Y ARTES DEL HÁBITAT","2020-I","2020"
"2020-01-01","2178","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2020-I","2020"
"2020-01-01","4050"," CIENCIAS DE LA SALUD","2020-I","2020"
"2020-01-01","1961","CIENCIA Y TECNOLOGIA","2020-I","2020"
"2020-01-01","6363","CIENCIAS SOCIALES","2020-I","2020"
"2020-01-01","11315","SIN AREA","2020-I","2020"
"2020-01-01","8801","CIENCIAS DE LA EDUCACIÓN","2020-I","2020"
"2020-01-01","2415","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2020-I","2020"
"2020-07-01","275","CIENCIA Y TECNOLOGIA","2020-II","2020"
"2020-08-01","986","CIENCIAS SOCIALES","2020-II","2020"
"2020-09-01","1000","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2020-II","2020"
"2020-09-01","200","CIENCIAS Y ARTES DEL HÁBITAT","2020-II","2020"
"2020-09-01","153","ESTOMATOLOGIA","2020-II","2020"
"2020-09-01","232"," CIENCIAS DE LA SALUD","2020-II","2020"
"2020-09-01","301","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2020-II","2020"
"2020-09-01","2106","SIN AREA","2020-II","2020"
"2020-10-01","1565","CIENCIAS DE LA EDUCACIÓN","2020-II","2020"
"2020-11-01","351","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2020-II","2020"
"2021-01-01","1999","ESTOMATOLOGIA","2021-I","2021"
"2021-01-01","4463"," CIENCIAS DE LA SALUD","2021-I","2021"
"2021-02-01","2490","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2021-I","2021"
"2021-02-01","1892","CIENCIAS Y ARTES DEL HÁBITAT","2021-I","2021"
"2021-02-01","2259","CIENCIA Y TECNOLOGIA","2021-I","2021"
"2021-02-01","13078","SIN AREA","2021-I","2021"
"2021-02-01","9444","CIENCIAS DE LA EDUCACIÓN","2021-I","2021"
"2021-02-01","2721","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2021-I","2021"
"2021-02-01","11510","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2021-I","2021"
"2021-05-01","7204","CIENCIAS SOCIALES","2021-I","2021"
"2021-07-01","57","ESTOMATOLOGIA","2021-II","2021"
"2021-07-01","240"," CIENCIAS DE LA SALUD","2021-II","2021"
"2021-07-01","373","CIENCIAS Y ARTES DEL HÁBITAT","2021-II","2021"
"2021-08-01","333","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2021-II","2021"
"2021-08-01","2341","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2021-II","2021"
"2021-10-01","471","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2021-II","2021"
"2021-10-01","223","CIENCIA Y TECNOLOGIA","2021-II","2021"
"2021-11-01","1535","CIENCIAS DE LA EDUCACIÓN","2021-II","2021"
"2021-11-01","1062","CIENCIAS SOCIALES","2021-II","2021"
"2021-11-01","2442","SIN AREA","2021-II","2021"
"2022-01-01","4922"," CIENCIAS DE LA SALUD","2022-I","2022"
"2022-01-01","13075","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2022-I","2022"
"2022-01-01","2168","ESTOMATOLOGIA","2022-I","2022"
"2022-02-01","14290","SIN AREA","2022-I","2022"
"2022-02-01","9432","CIENCIAS DE LA EDUCACIÓN","2022-I","2022"
"2022-02-01","2140","CIENCIAS Y ARTES DEL HÁBITAT","2022-I","2022"
"2022-03-01","2159","CIENCIA Y TECNOLOGIA","2022-I","2022"
"2022-03-01","7345","CIENCIAS SOCIALES","2022-I","2022"
"2022-03-01","2599","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2022-I","2022"
"2022-03-01","2583","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2022-I","2022"
"2022-07-01","1999","SIN AREA","2022-II","2022"
"2022-07-01","1479","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2022-II","2022"
"2022-09-01","56","ESTOMATOLOGIA","2022-II","2022"
"2022-09-01","1013","CIENCIAS SOCIALES","2022-II","2022"
"2022-09-01","292","CIENCIAS Y ARTES DEL HÁBITAT","2022-II","2022"
"2022-09-01","81"," CIENCIAS DE LA SALUD","2022-II","2022"
"2022-10-01","1734","CIENCIAS DE LA EDUCACIÓN","2022-II","2022"
"2022-10-01","483","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2022-II","2022"
"2022-10-01","287","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2022-II","2022"
"2022-10-01","249","CIENCIA Y TECNOLOGIA","2022-II","2022"
"2023-01-01","2280","ESTOMATOLOGIA","2023-I","2023"
"2023-01-01","3047","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2023-I","2023"
"2023-01-01","10177","CIENCIAS DE LA EDUCACIÓN","2023-I","2023"
"2023-02-01","2587","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2023-I","2023"
"2023-02-01","14017","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2023-I","2023"
"2023-02-01","2210","CIENCIAS Y ARTES DEL HÁBITAT","2023-I","2023"
"2023-02-01","14573","SIN AREA","2023-I","2023"
"2023-03-01","2393","CIENCIA Y TECNOLOGIA","2023-I","2023"
"2023-04-01","5480"," CIENCIAS DE LA SALUD","2023-I","2023"
"2023-05-01","7793","CIENCIAS SOCIALES","2023-I","2023"
"2023-07-01","245","CIENCIA Y TECNOLOGIA","2023-II","2023"
"2023-07-01","966","CIENCIAS DE LA EDUCACIÓN","2023-II","2023"
"2023-07-01","154","CIENCIAS Y ARTES DEL HÁBITAT","2023-II","2023"
"2023-08-01","830","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2023-II","2023"
"2023-08-01","17","ESTOMATOLOGIA","2023-II","2023"
"2023-09-01","284","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2023-II","2023"
"2023-10-01","591","CIENCIAS SOCIALES","2023-II","2023"
"2023-10-01","1743","SIN AREA","2023-II","2023"
"2023-10-01","196","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2023-II","2023"
"2023-10-01","40"," CIENCIAS DE LA SALUD","2023-II","2023"
"2024-01-01","13069","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2024-I","2024"
"2024-01-01","9621","CIENCIAS DE LA EDUCACIÓN","2024-I","2024"
"2024-01-01","13897","SIN AREA","2024-I","2024"
"2024-02-01","2300","ESTOMATOLOGIA","2024-I","2024"
"2024-02-01","2392","CIENCIA Y TECNOLOGIA","2024-I","2024"
"2024-02-01","7155","CIENCIAS SOCIALES","2024-I","2024"
"2024-03-01","2559","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2024-I","2024"
"2024-03-01","5802"," CIENCIAS DE LA SALUD","2024-I","2024"
"2024-05-01","2098","CIENCIAS Y ARTES DEL HÁBITAT","2024-I","2024"
"2024-06-01","2894","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2024-I","2024"
"2024-07-01","91"," CIENCIAS DE LA SALUD","2024-II","2024"
"2024-07-01","2519","SIN AREA","2024-II","2024"
"2024-07-01","1502","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2024-II","2024"
"2024-08-01","478","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2024-II","2024"
"2024-08-01","366","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2024-II","2024"
"2024-09-01","230","CIENCIA Y TECNOLOGIA","2024-II","2024"
"2024-09-01","46","ESTOMATOLOGIA","2024-II","2024"
"2024-09-01","993","CIENCIAS SOCIALES","2024-II","2024"
"2024-10-01","232","CIENCIAS Y ARTES DEL HÁBITAT","2024-II","2024"
"2024-10-01","1497","CIENCIAS DE LA EDUCACIÓN","2024-II","2024"
"2025-01-01","2412","ESTOMATOLOGIA","2025-I","2025"
"2025-01-01","6240"," CIENCIAS DE LA SALUD","2025-I","2025"
"2025-01-01","7004","CIENCIAS SOCIALES","2025-I","2025"
"2025-01-01","12995","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2025-I","2025"
"2025-02-01","2053","CIENCIAS Y ARTES DEL HÁBITAT","2025-I","2025"
"2025-02-01","9904","CIENCIAS DE LA EDUCACIÓN","2025-I","2025"
"2025-02-01","2988","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2025-I","2025"
"2025-02-01","2891","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2025-I","2025"
"2025-02-01","15859","SIN AREA","2025-I","2025"
"2025-05-01","2337","CIENCIA Y TECNOLOGIA","2025-I","2025"
"2025-07-01","1260","SIN AREA","2025-II","2025"
"2025-07-01","317","CIENCIAS AGRÍCOLAS, PECUARIAS Y RECURSOS NATURALES","2025-II","2025"
"2025-07-01","386","INGENIERIA DESARROLLO TECNOLOGICO PRODUCTIVO","2025-II","2025"
"2025-07-01","73","CIENCIAS Y ARTES DEL HÁBITAT","2025-II","2025"
"2025-07-01","158","CIENCIA Y TECNOLOGIA","2025-II","2025"
"2025-08-01","859","CIENCIAS DE LA EDUCACIÓN","2025-II","2025"
"2025-08-01","59","ESTOMATOLOGIA","2025-II","2025"
"2025-08-01","811","CIENCIAS ECONÓMICAS, FINANCIERAS Y ADMINISTRATIVAS","2025-II","2025"
"2025-09-01","38"," CIENCIAS DE LA SALUD","2025-II","2025"
"2025-09-01","712","CIENCIAS SOCIALES","2025-II","2025"

